date;class;focuses;uf
2025/12;Fogo em áreas de desmatamento recente;2;TOCANTINS
2025/12;Fogo em áreas de desmatamento consolidado;10;TOCANTINS
2025/11;Fogo em áreas de vegetação nativa;1;TOCANTINS
2025/11;Fogo em áreas de desmatamento recente;15;TOCANTINS
2025/11;Fogo em áreas de desmatamento consolidado;78;TOCANTINS
2025/10;Fogo em áreas de vegetação nativa;1;TOCANTINS
2025/10;Fogo em áreas de desmatamento recente;20;TOCANTINS
2025/10;Fogo em áreas de desmatamento consolidado;103;TOCANTINS
2025/09;Fogo em áreas de vegetação nativa;2;TOCANTINS
2025/09;Fogo em áreas de desmatamento recente;4;TOCANTINS
2025/09;Fogo em áreas de desmatamento consolidado;110;TOCANTINS
2025/08;Fogo em áreas de desmatamento recente;2;TOCANTINS
2025/08;Fogo em áreas de desmatamento consolidado;32;TOCANTINS
2025/07;Fogo em áreas de desmatamento recente;1;TOCANTINS
2025/07;Fogo em áreas de desmatamento consolidado;17;TOCANTINS
2025/06;Fogo em áreas de desmatamento consolidado;10;TOCANTINS
2025/05;Fogo em áreas de desmatamento consolidado;16;TOCANTINS
2025/04;Fogo em áreas de desmatamento recente;2;TOCANTINS
2025/04;Fogo em áreas de desmatamento consolidado;1;TOCANTINS
2025/03;Fogo em áreas de desmatamento consolidado;2;TOCANTINS
2026/01;Fogo em áreas de desmatamento consolidado;4;TOCANTINS
2025/12;Fogo em áreas de vegetação nativa;8;TOCANTINS
2025/12;Fogo em áreas de desmatamento recente;58;TOCANTINS
2025/12;Fogo em áreas de desmatamento consolidado;49;TOCANTINS
2025/11;Fogo em áreas de vegetação nativa;104;TOCANTINS
2025/11;Fogo em outras áreas;1;TOCANTINS
2025/11;Fogo em áreas de desmatamento recente;329;TOCANTINS
2025/11;Fogo em áreas de desmatamento consolidado;275;TOCANTINS
2025/10;Fogo em áreas de vegetação nativa;909;TOCANTINS
2025/10;Fogo em outras áreas;9;TOCANTINS
2025/10;Fogo em áreas de desmatamento recente;616;TOCANTINS
2025/10;Fogo em áreas de desmatamento consolidado;770;TOCANTINS
2025/09;Fogo em áreas de vegetação nativa;1172;TOCANTINS
2025/09;Fogo em outras áreas;5;TOCANTINS
2025/09;Fogo em áreas de desmatamento recente;464;TOCANTINS
2025/09;Fogo em áreas de desmatamento consolidado;894;TOCANTINS
2025/08;Fogo em áreas de vegetação nativa;950;TOCANTINS
2025/08;Fogo em áreas de desmatamento recente;218;TOCANTINS
2025/08;Fogo em áreas de desmatamento consolidado;339;TOCANTINS
2025/07;Fogo em áreas de vegetação nativa;742;TOCANTINS
2025/07;Fogo em outras áreas;2;TOCANTINS
2025/07;Fogo em áreas de desmatamento recente;347;TOCANTINS
2025/07;Fogo em áreas de desmatamento consolidado;266;TOCANTINS
2025/06;Fogo em áreas de vegetação nativa;476;TOCANTINS
2025/06;Fogo em outras áreas;1;TOCANTINS
2025/06;Fogo em áreas de desmatamento recente;457;TOCANTINS
2025/06;Fogo em áreas de desmatamento consolidado;287;TOCANTINS
2025/05;Fogo em áreas de vegetação nativa;232;TOCANTINS
2025/05;Fogo em áreas de desmatamento recente;417;TOCANTINS
2025/05;Fogo em áreas de desmatamento consolidado;397;TOCANTINS
2025/04;Fogo em áreas de vegetação nativa;18;TOCANTINS
2025/04;Fogo em áreas de desmatamento recente;45;TOCANTINS
2025/04;Fogo em áreas de desmatamento consolidado;53;TOCANTINS
2025/03;Fogo em áreas de vegetação nativa;14;TOCANTINS
2025/03;Fogo em áreas de desmatamento recente;45;TOCANTINS
2025/03;Fogo em áreas de desmatamento consolidado;51;TOCANTINS
2025/02;Fogo em áreas de vegetação nativa;21;TOCANTINS
2025/02;Fogo em áreas de desmatamento recente;24;TOCANTINS
2025/02;Fogo em áreas de desmatamento consolidado;28;TOCANTINS
2026/02;Fogo em áreas de desmatamento recente;7;TOCANTINS
2026/02;Fogo em áreas de desmatamento consolidado;7;TOCANTINS
2026/01;Fogo em áreas de vegetação nativa;12;TOCANTINS
2026/01;Fogo em áreas de desmatamento recente;57;TOCANTINS
2026/01;Fogo em áreas de desmatamento consolidado;50;TOCANTINS
2025/07;Fogo em áreas de vegetação nativa;6;SÃO PAULO
2025/03;Fogo em áreas de desmatamento consolidado;26;SÃO PAULO
2025/04;Fogo em áreas de desmatamento consolidado;13;SÃO PAULO
2025/05;Fogo em áreas de desmatamento consolidado;36;SÃO PAULO
2025/05;Fogo em áreas de desmatamento recente;4;SÃO PAULO
2025/06;Fogo em áreas de desmatamento consolidado;46;SÃO PAULO
2025/06;Fogo em áreas de desmatamento recente;2;SÃO PAULO
2025/07;Fogo em áreas de desmatamento consolidado;214;SÃO PAULO
2025/07;Fogo em áreas de desmatamento recente;2;SÃO PAULO
2025/08;Fogo em áreas de desmatamento consolidado;400;SÃO PAULO
2025/08;Fogo em áreas de desmatamento recente;4;SÃO PAULO
2025/08;Fogo em áreas de vegetação nativa;4;SÃO PAULO
2025/09;Fogo em áreas de desmatamento consolidado;819;SÃO PAULO
2025/09;Fogo em áreas de desmatamento recente;2;SÃO PAULO
2025/09;Fogo em áreas de vegetação nativa;5;SÃO PAULO
2025/10;Fogo em áreas de desmatamento consolidado;201;SÃO PAULO
2025/10;Fogo em áreas de desmatamento recente;3;SÃO PAULO
2026/01;Fogo em áreas de desmatamento consolidado;25;SÃO PAULO
2025/10;Fogo em áreas de vegetação nativa;1;SÃO PAULO
2025/11;Fogo em áreas de desmatamento consolidado;46;SÃO PAULO
2025/02;Fogo em áreas de desmatamento consolidado;48;SÃO PAULO
2025/12;Fogo em áreas de desmatamento consolidado;33;SÃO PAULO
2025/12;Fogo em áreas de desmatamento consolidado;11;SÃO PAULO
2025/11;Fogo em áreas de desmatamento consolidado;13;SÃO PAULO
2025/10;Fogo em áreas de vegetação nativa;1;SÃO PAULO
2026/02;Fogo em áreas de desmatamento consolidado;4;SÃO PAULO
2025/10;Fogo em áreas de desmatamento recente;1;SÃO PAULO
2025/10;Fogo em áreas de desmatamento consolidado;21;SÃO PAULO
2025/09;Fogo em áreas de desmatamento recente;1;SÃO PAULO
2025/09;Fogo em áreas de desmatamento consolidado;184;SÃO PAULO
2025/08;Fogo em áreas de desmatamento recente;1;SÃO PAULO
2025/08;Fogo em áreas de desmatamento consolidado;85;SÃO PAULO
2025/07;Fogo em áreas de desmatamento consolidado;23;SÃO PAULO
2025/06;Fogo em áreas de desmatamento consolidado;7;SÃO PAULO
2025/05;Fogo em áreas de desmatamento consolidado;20;SÃO PAULO
2025/04;Fogo em áreas de desmatamento consolidado;2;SÃO PAULO
2025/03;Fogo em áreas de desmatamento consolidado;8;SÃO PAULO
2025/02;Fogo em áreas de desmatamento consolidado;15;SÃO PAULO
2026/02;Fogo em áreas de desmatamento consolidado;1;SÃO PAULO
2026/01;Fogo em áreas de desmatamento consolidado;8;SÃO PAULO
2025/12;Fogo em áreas de desmatamento recente;2;SERGIPE
2025/12;Fogo em áreas de desmatamento consolidado;4;SERGIPE
2025/04;Fogo em áreas de desmatamento consolidado;25;SERGIPE
2025/03;Fogo em áreas de desmatamento consolidado;6;SERGIPE
2025/11;Fogo em áreas de desmatamento recente;1;SERGIPE
2025/11;Fogo em áreas de desmatamento consolidado;1;SERGIPE
2025/10;Fogo em áreas de desmatamento consolidado;1;SERGIPE
2025/05;Fogo em áreas de desmatamento consolidado;2;SERGIPE
2025/04;Fogo em áreas de desmatamento recente;4;SERGIPE
2025/04;Fogo em áreas de desmatamento consolidado;7;SERGIPE
2025/03;Fogo em áreas de desmatamento recente;7;SERGIPE
2025/03;Fogo em áreas de desmatamento consolidado;15;SERGIPE
2025/02;Fogo em áreas de vegetação nativa;1;SERGIPE
2025/02;Fogo em áreas de desmatamento recente;1;SERGIPE
2025/02;Fogo em áreas de desmatamento consolidado;9;SERGIPE
2026/02;Fogo em áreas de desmatamento recente;2;SERGIPE
2026/02;Fogo em áreas de desmatamento consolidado;1;SERGIPE
2026/01;Fogo em áreas de desmatamento recente;2;SERGIPE
2026/02;Fogo em áreas de desmatamento consolidado;10;SERGIPE
2026/01;Fogo em áreas de desmatamento consolidado;13;SERGIPE
2025/02;Fogo em áreas de desmatamento consolidado;4;SERGIPE
2025/11;Fogo em áreas de desmatamento consolidado;3;SERGIPE
2026/01;Fogo em áreas de desmatamento consolidado;26;SERGIPE
2025/12;Fogo em áreas de desmatamento consolidado;8;SERGIPE
2025/04;Fogo em áreas de desmatamento recente;1;SERGIPE
2025/08;Fogo em áreas de desmatamento consolidado;1;SERGIPE
2025/12;Fogo em áreas de desmatamento recente;1;SERGIPE
2026/01;Fogo em áreas de desmatamento recente;2;SERGIPE
2025/02;Fogo em áreas de desmatamento recente;1;SERGIPE
2025/05;Fogo em áreas de desmatamento consolidado;5;SERGIPE
2026/01;Fogo em áreas de desmatamento recente;3;SANTA CATARINA
2025/05;Fogo em áreas de desmatamento recente;12;SANTA CATARINA
2025/04;Fogo em áreas de desmatamento consolidado;58;SANTA CATARINA
2025/09;Fogo em áreas de desmatamento consolidado;128;SANTA CATARINA
2026/01;Fogo em áreas de vegetação nativa;1;SANTA CATARINA
2026/01;Fogo em áreas de desmatamento consolidado;93;SANTA CATARINA
2025/03;Fogo em áreas de desmatamento consolidado;122;SANTA CATARINA
2025/08;Fogo em áreas de desmatamento recente;20;SANTA CATARINA
2025/08;Fogo em áreas de vegetação nativa;70;SANTA CATARINA
2025/05;Fogo em áreas de desmatamento consolidado;120;SANTA CATARINA
2025/02;Fogo em áreas de desmatamento recente;1;SANTA CATARINA
2025/08;Fogo em áreas de desmatamento consolidado;199;SANTA CATARINA
2025/12;Fogo em áreas de desmatamento consolidado;50;SANTA CATARINA
2025/11;Fogo em áreas de desmatamento recente;1;SANTA CATARINA
2025/09;Fogo em áreas de desmatamento recente;9;SANTA CATARINA
2025/11;Fogo em áreas de desmatamento consolidado;49;SANTA CATARINA
2025/02;Fogo em áreas de desmatamento consolidado;40;SANTA CATARINA
2025/10;Fogo em áreas de vegetação nativa;5;SANTA CATARINA
2025/07;Fogo em áreas de desmatamento consolidado;288;SANTA CATARINA
2025/10;Fogo em áreas de desmatamento recente;5;SANTA CATARINA
2025/07;Fogo em áreas de vegetação nativa;35;SANTA CATARINA
2025/10;Fogo em áreas de desmatamento consolidado;118;SANTA CATARINA
2025/04;Fogo em áreas de desmatamento recente;3;SANTA CATARINA
2026/02;Fogo em áreas de desmatamento consolidado;9;SANTA CATARINA
2025/09;Fogo em áreas de vegetação nativa;17;SANTA CATARINA
2025/06;Fogo em áreas de desmatamento consolidado;17;SANTA CATARINA
2025/03;Fogo em áreas de desmatamento recente;9;SANTA CATARINA
2025/07;Fogo em áreas de desmatamento recente;27;SANTA CATARINA
2025/02;Fogo em áreas de desmatamento consolidado;19;RORAIMA
2025/09;Fogo em áreas de vegetação nativa;56;RORAIMA
2025/02;Fogo em áreas de desmatamento recente;30;RORAIMA
2025/02;Fogo em outras áreas;1;RORAIMA
2025/02;Fogo em áreas de vegetação nativa;33;RORAIMA
2025/10;Fogo em áreas de desmatamento consolidado;27;RORAIMA
2025/03;Fogo em áreas de desmatamento consolidado;111;RORAIMA
2025/03;Fogo em áreas de desmatamento recente;190;RORAIMA
2025/03;Fogo em áreas de vegetação nativa;89;RORAIMA
2025/12;Fogo em áreas de desmatamento consolidado;31;RORAIMA
2025/10;Fogo em áreas de desmatamento recente;38;RORAIMA
2025/04;Fogo em áreas de desmatamento consolidado;14;RORAIMA
2025/04;Fogo em áreas de desmatamento recente;7;RORAIMA
2025/04;Fogo em áreas de vegetação nativa;5;RORAIMA
2025/10;Fogo em outras áreas;1;RORAIMA
2025/11;Fogo em áreas de vegetação nativa;104;RORAIMA
2025/05;Fogo em áreas de vegetação nativa;1;RORAIMA
2025/10;Fogo em áreas de vegetação nativa;61;RORAIMA
2025/06;Fogo em áreas de desmatamento consolidado;4;RORAIMA
2025/06;Fogo em áreas de vegetação nativa;9;RORAIMA
2025/07;Fogo em áreas de desmatamento consolidado;9;RORAIMA
2025/11;Fogo em áreas de desmatamento consolidado;40;RORAIMA
2025/07;Fogo em áreas de desmatamento recente;4;RORAIMA
2025/07;Fogo em áreas de vegetação nativa;5;RORAIMA
2025/09;Fogo em áreas de desmatamento recente;23;RORAIMA
2026/02;Fogo em áreas de vegetação nativa;21;RORAIMA
2025/08;Fogo em áreas de desmatamento consolidado;14;RORAIMA
2025/12;Fogo em áreas de desmatamento recente;43;RORAIMA
2026/02;Fogo em outras áreas;1;RORAIMA
2025/08;Fogo em áreas de desmatamento recente;12;RORAIMA
2025/12;Fogo em áreas de vegetação nativa;97;RORAIMA
2025/11;Fogo em áreas de desmatamento recente;36;RORAIMA
2025/08;Fogo em áreas de vegetação nativa;11;RORAIMA
2026/01;Fogo em áreas de desmatamento consolidado;44;RORAIMA
2026/01;Fogo em áreas de desmatamento recente;74;RORAIMA
2026/01;Fogo em áreas de vegetação nativa;101;RORAIMA
2025/09;Fogo em áreas de desmatamento consolidado;29;RORAIMA
2026/02;Fogo em áreas de desmatamento consolidado;9;RORAIMA
2026/02;Fogo em áreas de desmatamento recente;12;RORAIMA
2026/01;Fogo em áreas de desmatamento consolidado;2;RONDÔNIA
2025/07;Fogo em áreas de desmatamento consolidado;4;RONDÔNIA
2025/08;Fogo em áreas de desmatamento consolidado;2;RONDÔNIA
2025/08;Fogo em áreas de desmatamento recente;4;RONDÔNIA
2025/10;Fogo em áreas de desmatamento consolidado;1;RONDÔNIA
2025/11;Fogo em áreas de desmatamento consolidado;1;RONDÔNIA
2025/11;Fogo em áreas de desmatamento recente;1;RONDÔNIA
2026/01;Fogo em áreas de desmatamento consolidado;8;RONDÔNIA
2026/01;Fogo em áreas de desmatamento recente;1;RONDÔNIA
2026/02;Fogo em áreas de desmatamento consolidado;1;RONDÔNIA
2025/02;Fogo em áreas de desmatamento consolidado;17;RONDÔNIA
2025/02;Fogo em áreas de desmatamento recente;5;RONDÔNIA
2025/02;Fogo em áreas de vegetação nativa;3;RONDÔNIA
2025/03;Fogo em áreas de desmatamento consolidado;13;RONDÔNIA
2025/03;Fogo em áreas de desmatamento recente;2;RONDÔNIA
2025/04;Fogo em áreas de desmatamento consolidado;10;RONDÔNIA
2025/05;Fogo em áreas de desmatamento consolidado;19;RONDÔNIA
2025/05;Fogo em áreas de desmatamento recente;8;RONDÔNIA
2025/05;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2025/06;Fogo em áreas de desmatamento consolidado;24;RONDÔNIA
2025/06;Fogo em áreas de desmatamento recente;20;RONDÔNIA
2025/06;Fogo em áreas de vegetação nativa;5;RONDÔNIA
2025/07;Fogo em áreas de desmatamento consolidado;106;RONDÔNIA
2025/07;Fogo em áreas de desmatamento recente;53;RONDÔNIA
2025/07;Fogo em áreas de vegetação nativa;13;RONDÔNIA
2025/08;Fogo em áreas de desmatamento consolidado;213;RONDÔNIA
2025/08;Fogo em áreas de desmatamento recente;391;RONDÔNIA
2025/08;Fogo em áreas de vegetação nativa;58;RONDÔNIA
2025/09;Fogo em áreas de desmatamento consolidado;120;RONDÔNIA
2025/09;Fogo em áreas de desmatamento recente;245;RONDÔNIA
2025/09;Fogo em áreas de vegetação nativa;23;RONDÔNIA
2025/10;Fogo em áreas de desmatamento consolidado;168;RONDÔNIA
2025/10;Fogo em áreas de desmatamento recente;172;RONDÔNIA
2025/10;Fogo em áreas de vegetação nativa;19;RONDÔNIA
2025/11;Fogo em áreas de desmatamento consolidado;67;RONDÔNIA
2025/11;Fogo em áreas de desmatamento recente;40;RONDÔNIA
2025/11;Fogo em áreas de vegetação nativa;14;RONDÔNIA
2025/12;Fogo em áreas de desmatamento consolidado;6;RONDÔNIA
2025/12;Fogo em áreas de desmatamento recente;3;RONDÔNIA
2025/04;Fogo em áreas de desmatamento consolidado;91;RIO GRANDE DO SUL
2025/02;Fogo em áreas de desmatamento consolidado;19;RIO GRANDE DO SUL
2025/09;Fogo em áreas de vegetação nativa;4;RIO GRANDE DO SUL
2025/08;Fogo em áreas de desmatamento recente;38;RIO GRANDE DO SUL
2026/01;Fogo em áreas de desmatamento consolidado;10;RIO GRANDE DO SUL
2025/12;Fogo em áreas de desmatamento recente;4;RIO GRANDE DO SUL
2025/07;Fogo em áreas de vegetação nativa;7;RIO GRANDE DO SUL
2025/10;Fogo em áreas de desmatamento consolidado;22;RIO GRANDE DO SUL
2026/02;Fogo em áreas de desmatamento consolidado;3;RIO GRANDE DO SUL
2026/02;Fogo em áreas de desmatamento recente;1;RIO GRANDE DO SUL
2025/03;Fogo em áreas de vegetação nativa;13;RIO GRANDE DO SUL
2025/03;Fogo em áreas de desmatamento recente;7;RIO GRANDE DO SUL
2026/01;Fogo em áreas de vegetação nativa;2;RIO GRANDE DO SUL
2025/05;Fogo em áreas de desmatamento recente;8;RIO GRANDE DO SUL
2025/10;Fogo em áreas de desmatamento recente;2;RIO GRANDE DO SUL
2025/12;Fogo em áreas de desmatamento recente;2;RIO GRANDE DO SUL
2025/07;Fogo em áreas de desmatamento recente;2;RIO GRANDE DO SUL
2025/08;Fogo em áreas de desmatamento consolidado;244;RIO GRANDE DO SUL
2025/08;Fogo em áreas de desmatamento consolidado;86;RIO GRANDE DO SUL
2025/02;Fogo em áreas de desmatamento recente;4;RIO GRANDE DO SUL
2025/11;Fogo em áreas de desmatamento consolidado;14;RIO GRANDE DO SUL
2025/07;Fogo em áreas de desmatamento consolidado;58;RIO GRANDE DO SUL
2025/03;Fogo em áreas de desmatamento consolidado;38;RIO GRANDE DO SUL
2025/04;Fogo em áreas de desmatamento consolidado;41;RIO GRANDE DO SUL
2025/03;Fogo em áreas de desmatamento recente;13;RIO GRANDE DO SUL
2025/02;Fogo em áreas de vegetação nativa;17;RIO GRANDE DO SUL
2025/12;Fogo em áreas de desmatamento consolidado;18;RIO GRANDE DO SUL
2025/07;Fogo em áreas de vegetação nativa;49;RIO GRANDE DO SUL
2025/09;Fogo em áreas de vegetação nativa;13;RIO GRANDE DO SUL
2025/06;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/07;Fogo em áreas de desmatamento recente;23;RIO GRANDE DO SUL
2025/12;Fogo em áreas de desmatamento consolidado;26;RIO GRANDE DO SUL
2025/02;Fogo em áreas de desmatamento recente;3;RIO GRANDE DO SUL
2025/02;Fogo em áreas de desmatamento consolidado;29;RIO GRANDE DO SUL
2025/10;Fogo em áreas de desmatamento consolidado;47;RIO GRANDE DO SUL
2025/09;Fogo em áreas de desmatamento consolidado;69;RIO GRANDE DO SUL
2025/07;Fogo em áreas de desmatamento consolidado;149;RIO GRANDE DO SUL
2025/09;Fogo em áreas de desmatamento consolidado;44;RIO GRANDE DO SUL
2025/08;Fogo em áreas de vegetação nativa;70;RIO GRANDE DO SUL
2025/11;Fogo em áreas de desmatamento recente;2;RIO GRANDE DO SUL
2025/05;Fogo em áreas de desmatamento consolidado;37;RIO GRANDE DO SUL
2025/05;Fogo em áreas de desmatamento consolidado;71;RIO GRANDE DO SUL
2025/03;Fogo em áreas de desmatamento consolidado;22;RIO GRANDE DO SUL
2026/01;Fogo em áreas de desmatamento consolidado;24;RIO GRANDE DO SUL
2025/04;Fogo em áreas de desmatamento recente;19;RIO GRANDE DO SUL
2025/04;Fogo em áreas de vegetação nativa;2;RIO GRANDE DO SUL
2025/06;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/09;Fogo em áreas de desmatamento recente;5;RIO GRANDE DO SUL
2025/09;Fogo em áreas de desmatamento recente;5;RIO GRANDE DO SUL
2025/11;Fogo em áreas de desmatamento consolidado;23;RIO GRANDE DO SUL
2026/01;Fogo em áreas de desmatamento recente;2;RIO GRANDE DO SUL
2025/06;Fogo em áreas de desmatamento recente;3;RIO GRANDE DO SUL
2025/10;Fogo em áreas de desmatamento recente;5;RIO GRANDE DO SUL
2026/02;Fogo em áreas de desmatamento consolidado;12;RIO GRANDE DO SUL
2025/06;Fogo em áreas de desmatamento consolidado;6;RIO GRANDE DO SUL
2025/05;Fogo em áreas de desmatamento recente;15;RIO GRANDE DO SUL
2025/11;Fogo em áreas de desmatamento recente;1;RIO GRANDE DO SUL
2025/06;Fogo em áreas de desmatamento recente;1;RIO GRANDE DO SUL
2025/06;Fogo em áreas de desmatamento consolidado;13;RIO GRANDE DO SUL
2025/02;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/05;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/04;Fogo em áreas de desmatamento recente;6;RIO GRANDE DO SUL
2025/05;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/08;Fogo em áreas de vegetação nativa;20;RIO GRANDE DO SUL
2025/08;Fogo em áreas de desmatamento recente;9;RIO GRANDE DO SUL
2025/08;Fogo em áreas de desmatamento recente;1;RIO GRANDE DO NORTE
2025/04;Fogo em áreas de desmatamento consolidado;10;RIO GRANDE DO NORTE
2025/12;Fogo em áreas de vegetação nativa;12;RIO GRANDE DO NORTE
2025/03;Fogo em áreas de desmatamento recente;4;RIO GRANDE DO NORTE
2025/08;Fogo em áreas de desmatamento consolidado;2;RIO GRANDE DO NORTE
2025/12;Fogo em áreas de desmatamento recente;19;RIO GRANDE DO NORTE
2025/03;Fogo em áreas de desmatamento consolidado;8;RIO GRANDE DO NORTE
2025/08;Fogo em áreas de desmatamento consolidado;20;RIO GRANDE DO NORTE
2025/12;Fogo em áreas de desmatamento consolidado;1;RIO GRANDE DO NORTE
2025/12;Fogo em áreas de desmatamento consolidado;73;RIO GRANDE DO NORTE
2025/02;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO NORTE
2025/02;Fogo em áreas de desmatamento recente;5;RIO GRANDE DO NORTE
2025/06;Fogo em áreas de desmatamento consolidado;11;RIO GRANDE DO NORTE
2026/01;Fogo em áreas de desmatamento recente;1;RIO GRANDE DO NORTE
2025/02;Fogo em áreas de desmatamento consolidado;10;RIO GRANDE DO NORTE
2025/11;Fogo em áreas de vegetação nativa;10;RIO GRANDE DO NORTE
2025/11;Fogo em áreas de desmatamento recente;43;RIO GRANDE DO NORTE
2025/03;Fogo em áreas de desmatamento consolidado;6;RIO GRANDE DO NORTE
2025/07;Fogo em áreas de vegetação nativa;2;RIO GRANDE DO NORTE
2026/01;Fogo em áreas de desmatamento consolidado;13;RIO GRANDE DO NORTE
2025/11;Fogo em áreas de desmatamento consolidado;3;RIO GRANDE DO NORTE
2025/11;Fogo em áreas de desmatamento consolidado;99;RIO GRANDE DO NORTE
2025/05;Fogo em áreas de desmatamento consolidado;9;RIO GRANDE DO NORTE
2026/02;Fogo em áreas de desmatamento recente;2;RIO GRANDE DO NORTE
2025/10;Fogo em áreas de vegetação nativa;12;RIO GRANDE DO NORTE
2025/06;Fogo em áreas de desmatamento consolidado;2;RIO GRANDE DO NORTE
2026/02;Fogo em áreas de desmatamento consolidado;14;RIO GRANDE DO NORTE
2025/09;Fogo em áreas de desmatamento consolidado;9;RIO GRANDE DO NORTE
2026/01;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO NORTE
2025/10;Fogo em áreas de desmatamento recente;42;RIO GRANDE DO NORTE
2026/01;Fogo em áreas de desmatamento recente;6;RIO GRANDE DO NORTE
2025/04;Fogo em áreas de desmatamento recente;12;RIO GRANDE DO NORTE
2026/01;Fogo em áreas de desmatamento consolidado;60;RIO GRANDE DO NORTE
2025/10;Fogo em áreas de desmatamento consolidado;93;RIO GRANDE DO NORTE
2025/09;Fogo em áreas de vegetação nativa;4;RIO GRANDE DO NORTE
2025/09;Fogo em áreas de desmatamento recente;13;RIO GRANDE DO NORTE
2025/05;Fogo em áreas de desmatamento recente;6;RIO GRANDE DO NORTE
2025/09;Fogo em áreas de desmatamento consolidado;30;RIO GRANDE DO NORTE
2025/02;Fogo em áreas de desmatamento consolidado;1;RIO GRANDE DO NORTE
2025/08;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO NORTE
2025/06;Fogo em áreas de desmatamento recente;4;RIO GRANDE DO NORTE
2025/04;Fogo em áreas de desmatamento consolidado;2;RIO GRANDE DO NORTE
2025/10;Fogo em áreas de desmatamento consolidado;2;RIO GRANDE DO NORTE
2025/07;Fogo em áreas de desmatamento consolidado;6;RIO GRANDE DO NORTE
2025/10;Fogo em áreas de desmatamento recente;1;RIO DE JANEIRO
2025/08;Fogo em áreas de desmatamento recente;2;RIO DE JANEIRO
2025/11;Fogo em áreas de desmatamento consolidado;20;RIO DE JANEIRO
2025/02;Fogo em áreas de desmatamento consolidado;41;RIO DE JANEIRO
2025/08;Fogo em áreas de desmatamento consolidado;105;RIO DE JANEIRO
2025/02;Fogo em áreas de desmatamento recente;4;RIO DE JANEIRO
2025/03;Fogo em áreas de desmatamento consolidado;29;RIO DE JANEIRO
2025/12;Fogo em áreas de desmatamento consolidado;11;RIO DE JANEIRO
2025/09;Fogo em áreas de vegetação nativa;1;RIO DE JANEIRO
2025/04;Fogo em áreas de desmatamento consolidado;1;RIO DE JANEIRO
2025/12;Fogo em áreas de desmatamento recente;1;RIO DE JANEIRO
2025/07;Fogo em áreas de desmatamento consolidado;73;RIO DE JANEIRO
2025/05;Fogo em áreas de desmatamento consolidado;10;RIO DE JANEIRO
2025/10;Fogo em áreas de desmatamento consolidado;84;RIO DE JANEIRO
2025/09;Fogo em áreas de desmatamento consolidado;83;RIO DE JANEIRO
2025/06;Fogo em áreas de desmatamento consolidado;32;RIO DE JANEIRO
2025/06;Fogo em áreas de desmatamento recente;6;RIO DE JANEIRO
2026/01;Fogo em áreas de desmatamento consolidado;20;RIO DE JANEIRO
2025/03;Fogo em áreas de desmatamento consolidado;16;PIAUÍ
2025/02;Fogo em áreas de vegetação nativa;12;PIAUÍ
2025/02;Fogo em áreas de desmatamento consolidado;11;PIAUÍ
2025/03;Fogo em áreas de vegetação nativa;7;PIAUÍ
2025/04;Fogo em áreas de desmatamento consolidado;13;PIAUÍ
2025/03;Fogo em áreas de desmatamento recente;2;PIAUÍ
2025/02;Fogo em áreas de desmatamento recente;9;PIAUÍ
2026/02;Fogo em áreas de desmatamento consolidado;1;PIAUÍ
2026/01;Fogo em áreas de vegetação nativa;13;PIAUÍ
2026/01;Fogo em áreas de desmatamento recente;21;PIAUÍ
2025/04;Fogo em áreas de desmatamento recente;5;PIAUÍ
2026/01;Fogo em áreas de desmatamento consolidado;48;PIAUÍ
2025/12;Fogo em áreas de vegetação nativa;25;PIAUÍ
2025/12;Fogo em áreas de desmatamento recente;175;PIAUÍ
2025/12;Fogo em áreas de desmatamento consolidado;142;PIAUÍ
2025/11;Fogo em áreas de vegetação nativa;226;PIAUÍ
2025/11;Fogo em áreas de desmatamento recente;345;PIAUÍ
2025/11;Fogo em áreas de desmatamento consolidado;347;PIAUÍ
2025/10;Fogo em áreas de vegetação nativa;629;PIAUÍ
2025/10;Fogo em áreas de desmatamento recente;511;PIAUÍ
2025/10;Fogo em áreas de desmatamento consolidado;634;PIAUÍ
2025/09;Fogo em áreas de vegetação nativa;772;PIAUÍ
2025/09;Fogo em outras áreas;1;PIAUÍ
2025/09;Fogo em áreas de desmatamento recente;329;PIAUÍ
2025/09;Fogo em áreas de desmatamento consolidado;544;PIAUÍ
2025/08;Fogo em áreas de vegetação nativa;509;PIAUÍ
2025/08;Fogo em áreas de desmatamento recente;293;PIAUÍ
2025/08;Fogo em áreas de desmatamento consolidado;349;PIAUÍ
2025/07;Fogo em áreas de vegetação nativa;366;PIAUÍ
2025/07;Fogo em áreas de desmatamento recente;228;PIAUÍ
2025/07;Fogo em áreas de desmatamento consolidado;195;PIAUÍ
2025/06;Fogo em áreas de vegetação nativa;136;PIAUÍ
2025/06;Fogo em áreas de desmatamento recente;106;PIAUÍ
2025/06;Fogo em áreas de desmatamento consolidado;80;PIAUÍ
